Engine,Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
43,157,0.0027,0.0,100.0,518.67,642.38,1590.22,1405.46,14.62,21.61,553.45,2388.04,9100.8,1.3,47.65,521.94,2388.09,8177.47,8.4289,0.03,393,2388,100.0,38.87,23.3227,1
43,158,20.0043,0.7005,100.0,491.19,607.42,1488.76,1249.2,9.35,13.66,334.19,2324.18,8766.41,1.08,44.51,315.5,2388.28,8096.29,9.21,0.02,366,2324,100.0,24.43,14.7409,1
43,159,25.001,0.6205,60.0,462.54,536.99,1263.21,1054.13,7.05,9.03,175.66,1915.93,8046.26,0.94,36.92,164.47,2028.84,7908.9,10.8956,0.02,305,1915,84.93,14.35,8.4759,1
43,160,42.0039,0.8414,100.0,445.0,549.8,1350.95,1127.59,3.91,5.72,139.65,2212.62,8364.34,1.02,42.07,130.3,2388.78,8123.3,9.3495,0.02,331,2212,100.0,10.55,6.3466,1
43,161,35.0037,0.84,100.0,449.44,555.81,1363.2,1132.32,5.48,8.0,194.2,2223.65,8388.44,1.02,42.17,183.18,2388.87,8105.84,9.3287,0.02,334,2223,100.0,14.8,8.8128,1
43,162,35.0072,0.84,100.0,449.44,556.24,1369.61,1130.15,5.48,8.0,195.5,2223.66,8391.49,1.02,41.99,183.07,2388.82,8102.38,9.3131,0.02,333,2223,100.0,14.72,8.9376,1
43,163,34.9988,0.8416,100.0,449.44,555.92,1370.12,1128.11,5.48,8.01,195.15,2223.69,8393.76,1.02,41.98,183.65,2388.83,8103.76,9.3403,0.02,334,2223,100.0,14.9,8.8501,1
43,164,9.9987,0.25,100.0,489.05,604.68,1496.61,1309.26,10.52,15.49,393.83,2318.97,8828.11,1.26,45.48,371.57,2388.17,8173.18,8.6606,0.03,371,2319,100.0,28.61,17.0662,1
43,165,19.9984,0.7,100.0,491.19,607.49,1484.21,1256.36,9.35,13.66,334.97,2324.29,8760.57,1.08,44.47,315.44,2388.4,8097.74,9.2371,0.02,366,2324,100.0,24.41,14.6912,1
43,166,10.0056,0.25,100.0,489.05,604.88,1500.34,1315.08,10.52,15.49,394.6,2318.99,8833.58,1.26,45.52,372.11,2388.1,8173.54,8.6741,0.03,371,2319,100.0,28.49,17.1469,1
43,167,42.0053,0.84,100.0,445.0,549.89,1357.69,1125.97,3.91,5.72,138.11,2212.7,8366.46,1.03,42.23,130.96,2388.91,8130.57,9.3324,0.02,331,2212,100.0,10.5,6.3843,1
43,168,0.0016,0.0002,100.0,518.67,642.58,1594.56,1413.88,14.62,21.61,552.71,2388.07,9114.96,1.3,47.56,521.27,2388.04,8182.74,8.4642,0.03,393,2388,100.0,38.68,23.2705,1
43,169,20.0008,0.7,100.0,491.19,607.94,1485.61,1254.97,9.35,13.66,334.87,2324.3,8781.58,1.08,44.56,314.85,2388.41,8103.68,9.2387,0.02,366,2324,100.0,24.38,14.6799,2
43,170,0.0005,0.0,100.0,518.67,643.39,1596.82,1409.17,14.62,21.61,553.01,2388.08,9112.95,1.3,47.52,521.86,2388.06,8181.86,8.408,0.03,395,2388,100.0,38.82,23.1824,2
43,171,20.0038,0.7005,100.0,491.19,607.86,1490.08,1251.64,9.35,13.66,334.43,2324.31,8776.01,1.08,44.47,315.46,2388.5,8108.7,9.2579,0.02,367,2324,100.0,24.36,14.6027,2
43,172,10.0079,0.2504,100.0,489.05,605.22,1505.36,1309.9,10.52,15.49,394.7,2319.0,8831.17,1.26,45.51,370.77,2388.21,8178.32,8.6389,0.03,369,2319,100.0,28.61,17.0969,2
43,173,35.0001,0.84,100.0,449.44,555.34,1368.06,1138.32,5.48,8.0,194.4,2223.86,8402.06,1.02,42.07,183.26,2389.04,8115.47,9.3335,0.02,335,2223,100.0,14.61,8.9617,2
43,174,9.9987,0.2513,100.0,489.05,605.07,1504.91,1310.95,10.52,15.49,394.75,2318.98,8834.75,1.26,45.65,371.38,2388.22,8183.56,8.6935,0.03,371,2319,100.0,28.58,17.1252,2
43,175,0.003,0.001,100.0,518.67,643.14,1594.3,1413.37,14.62,21.61,553.14,2388.04,9117.34,1.3,47.59,521.75,2388.09,8191.81,8.467,0.03,393,2388,100.0,38.88,23.3161,2
43,176,25.0004,0.62,60.0,462.54,537.07,1258.0,1057.52,7.05,9.03,174.49,1916.21,8048.9,0.94,36.81,164.11,2029.17,7918.64,10.9372,0.02,308,1915,84.93,14.16,8.5467,2
43,177,42.0014,0.8419,100.0,445.0,550.05,1357.12,1135.65,3.91,5.72,139.52,2212.96,8379.39,1.02,42.2,131.04,2389.03,8140.06,9.3453,0.02,331,2212,100.0,10.56,6.3384,2
43,178,0.0025,0.0,100.0,518.67,642.16,1591.27,1408.96,14.62,21.61,552.63,2388.07,9120.69,1.3,47.75,521.08,2388.05,8190.38,8.4604,0.03,394,2388,100.0,38.82,23.2302,2
43,179,10.0038,0.25,100.0,489.05,604.93,1502.48,1326.49,10.52,15.49,393.96,2319.02,8843.56,1.26,45.61,371.99,2388.22,8189.21,8.712,0.03,370,2319,100.0,28.6,17.0625,2
43,180,0.0016,0.0005,100.0,518.67,643.23,1596.74,1414.75,14.62,21.61,553.06,2388.03,9117.64,1.3,47.71,521.58,2388.06,8196.19,8.4778,0.03,394,2388,100.0,38.75,23.1848,2
43,181,42.0036,0.8417,100.0,445.0,550.27,1357.32,1134.23,3.91,5.72,139.26,2212.96,8386.39,1.03,42.37,130.66,2389.19,8147.94,9.3362,0.02,333,2212,100.0,10.5,6.4275,2
43,182,10.0067,0.25,100.0,489.05,605.16,1508.38,1309.28,10.52,15.5,394.34,2319.03,8846.72,1.26,45.47,371.15,2388.18,8187.8,8.6918,0.03,371,2319,100.0,28.6,16.9927,2
43,183,25.0013,0.62,60.0,462.54,536.88,1257.91,1051.89,7.05,9.03,174.8,1916.41,8068.42,0.94,36.7,164.58,2029.35,7927.11,10.9542,0.02,307,1915,84.93,14.2,8.7245,2
43,184,10.0059,0.25,100.0,489.05,605.16,1510.83,1318.04,10.52,15.5,394.65,2319.02,8849.04,1.26,45.58,371.25,2388.28,8194.76,8.6922,0.03,372,2319,100.0,28.41,16.9996,2
43,185,35.0044,0.8403,100.0,449.44,555.86,1369.04,1133.77,5.48,8.0,194.35,2224.1,8418.84,1.02,41.87,182.74,2389.31,8131.82,9.3532,0.02,336,2223,100.0,14.91,8.8223,2
43,186,20.0027,0.7008,100.0,491.19,608.38,1489.74,1261.24,9.35,13.66,334.17,2324.5,8796.96,1.07,44.67,314.8,2388.56,8125.53,9.2731,0.02,367,2324,100.0,24.49,14.6218,2
43,187,20.0035,0.7012,100.0,491.19,608.17,1486.92,1259.8,9.35,13.66,334.35,2324.54,8791.39,1.07,44.51,314.25,2388.62,8123.1,9.2542,0.02,367,2324,100.0,24.45,14.6728,2
43,188,0.0008,0.0017,100.0,518.67,642.9,1591.3,1425.11,14.62,21.61,552.93,2388.06,9134.01,1.3,47.71,520.41,2388.07,8207.21,8.5076,0.03,395,2388,100.0,38.75,23.2754,2
43,189,34.9986,0.84,100.0,449.44,555.79,1378.41,1137.18,5.48,8.01,195.0,2224.25,8431.87,1.02,42.02,182.65,2389.4,8133.63,9.3465,0.02,335,2223,100.0,14.93,8.9402,2
43,190,35.0078,0.8407,100.0,449.44,556.51,1370.97,1130.94,5.48,8.01,194.57,2224.21,8426.04,1.02,42.04,182.77,2389.42,8135.55,9.3283,0.02,337,2223,100.0,14.72,8.872,2
43,191,10.0067,0.2511,100.0,489.05,605.4,1505.92,1315.97,10.52,15.5,394.0,2319.05,8852.27,1.26,45.72,370.9,2388.31,8200.83,8.7506,0.03,372,2319,100.0,28.6,17.1513,2
43,192,42.0031,0.84,100.0,445.0,550.33,1360.37,1139.58,3.91,5.72,138.59,2213.25,8401.89,1.03,42.58,130.21,2389.37,8154.0,9.4037,0.02,332,2212,100.0,10.34,6.3365,2
43,193,24.9995,0.6204,60.0,462.54,536.9,1268.34,1052.7,7.05,9.03,175.44,1916.6,8072.24,0.94,36.86,164.33,2029.6,7940.59,10.9536,0.02,309,1915,84.93,14.36,8.6003,2
43,194,10.0049,0.25,100.0,489.05,605.43,1505.9,1319.27,10.52,15.5,394.06,2319.04,8855.83,1.26,45.86,371.51,2388.27,8205.25,8.6957,0.03,371,2319,100.0,28.46,17.0997,2
43,195,20.0058,0.7008,100.0,491.19,608.05,1487.12,1254.79,9.35,13.66,334.12,2324.58,8811.92,1.08,44.47,314.41,2388.72,8146.29,9.2542,0.02,366,2324,100.0,24.27,14.5937,2
43,196,42.0013,0.84,100.0,445.0,549.86,1366.52,1133.98,3.91,5.72,138.31,2213.29,8422.16,1.03,42.38,130.76,2389.48,8168.84,9.3908,0.02,332,2212,100.0,10.58,6.3375,2
43,197,42.006,0.84,100.0,445.0,550.37,1358.36,1134.8,3.91,5.72,138.48,2213.38,8403.72,1.03,42.41,130.78,2389.55,8167.58,9.3377,0.02,334,2212,100.0,10.57,6.342,2
43,198,20.0054,0.7,100.0,491.19,608.37,1491.47,1255.45,9.35,13.66,334.34,2324.6,8812.39,1.07,44.64,314.29,2388.76,8143.94,9.2804,0.03,367,2324,100.0,24.12,14.604,2
43,199,34.9988,0.84,100.0,449.44,556.67,1374.14,1140.77,5.48,8.01,194.54,2224.52,8447.46,1.02,42.22,182.7,2389.67,8154.64,9.37,0.02,335,2223,100.0,14.74,8.8165,2
43,200,42.0069,0.8402,100.0,445.0,550.4,1357.81,1140.68,3.91,5.72,138.39,2213.48,8420.62,1.03,42.5,130.48,2389.64,8166.56,9.3664,0.02,333,2212,100.0,10.58,6.422,2
43,201,25.0069,0.62,60.0,462.54,537.2,1262.5,1059.28,7.05,9.03,174.58,1916.85,8097.22,0.94,36.95,164.2,2029.84,7957.41,10.9886,0.02,309,1915,84.93,14.17,8.5115,2
43,202,25.0069,0.62,60.0,462.54,537.14,1269.26,1056.43,7.05,9.03,175.26,1916.92,8095.61,0.94,36.84,164.41,2029.89,7947.65,10.9904,0.02,308,1915,84.93,14.25,8.5332,2
43,203,34.9988,0.8417,100.0,449.44,556.64,1377.97,1145.52,5.48,8.01,194.08,2224.64,8452.24,1.02,42.33,182.66,2389.85,8165.49,9.3804,0.02,337,2223,100.0,14.66,8.8585,2
43,204,25.0078,0.6214,60.0,462.54,537.59,1274.23,1062.07,7.05,9.03,174.81,1916.97,8095.24,0.94,36.97,164.21,2029.96,7953.78,11.0439,0.02,310,1915,84.93,14.12,8.4091,2
43,205,42.0013,0.8404,100.0,445.0,550.91,1357.03,1141.94,3.91,5.72,138.76,2213.64,8431.38,1.03,42.56,130.62,2389.78,8186.72,9.357,0.02,332,2212,100.0,10.54,6.2455,2
43,206,25.0047,0.6213,60.0,462.54,536.78,1266.18,1049.84,7.05,9.03,174.03,1917.04,8098.36,0.94,37.01,164.21,2030.01,7955.7,10.9995,0.02,309,1915,84.93,14.02,8.4828,2
43,207,24.9993,0.6204,60.0,462.54,537.51,1272.0,1058.98,7.05,9.03,174.83,1917.04,8102.91,0.94,37.07,164.11,2030.05,7957.74,11.0118,0.02,309,1915,84.93,14.22,8.4712,2
43,208,20.0035,0.7014,100.0,491.19,608.5,1495.86,1274.04,9.35,13.66,333.49,2324.81,8831.39,1.07,44.79,314.5,2388.96,8163.01,9.3583,0.03,369,2324,100.0,24.2,14.5812,2
43,209,42.0071,0.84,100.0,445.0,550.36,1365.99,1141.16,3.91,5.72,139.76,2213.81,8438.48,1.03,42.44,130.6,2390.01,8199.77,9.3778,0.02,336,2212,100.0,10.7,6.2586,2
43,210,19.9987,0.7012,100.0,491.19,608.57,1497.16,1267.32,9.35,13.66,332.89,2324.9,8844.13,1.08,44.91,314.43,2389.04,8169.59,9.3005,0.03,370,2324,100.0,24.42,14.5013,2
43,211,42.0012,0.8411,100.0,445.0,550.63,1369.6,1140.84,3.91,5.72,138.9,2213.8,8448.51,1.03,42.51,130.37,2390.05,8199.27,9.3835,0.02,335,2212,100.0,10.53,6.4041,2
44,1,24.9994,0.62,60.0,462.54,536.56,1255.29,1044.47,7.05,9.02,176.3,1915.49,8020.42,0.94,36.58,164.56,2028.45,7890.07,10.866,0.02,306,1915,84.93,14.3,8.6153,0
44,2,9.9982,0.25,100.0,489.05,604.52,1494.28,1301.49,10.52,15.49,395.59,2318.85,8792.99,1.26,45.14,371.97,2388.02,8145.38,8.5984,0.03,369,2319,100.0,28.76,17.1984,0
44,3,41.9994,0.8419,100.0,445.0,549.35,1343.29,1113.04,3.91,5.72,138.79,2212.18,8331.94,1.02,41.73,130.49,2388.33,8098.89,9.3439,0.02,329,2212,100.0,10.8,6.3321,0
44,4,34.9981,0.8409,100.0,449.44,555.42,1366.53,1118.75,5.48,8.0,195.5,2223.22,8357.69,1.02,41.61,183.83,2388.32,8081.03,9.2717,0.02,332,2223,100.0,14.84,9.0439,0
44,5,0.0005,0.0017,100.0,518.67,641.81,1583.65,1395.73,14.62,21.61,554.78,2387.96,9067.97,1.3,47.26,522.52,2387.96,8152.7,8.3925,0.03,390,2388,100.0,39.17,23.3914,0
44,6,25.0043,0.62,60.0,462.54,536.77,1258.41,1044.65,7.05,9.03,176.02,1915.58,8022.02,0.94,36.53,165.15,2028.51,7890.46,10.8604,0.02,304,1915,84.93,14.42,8.6125,0
44,7,35.0024,0.84,100.0,449.44,555.56,1365.11,1125.78,5.48,8.0,195.61,2223.18,8359.23,1.02,41.69,183.17,2388.29,8079.16,9.3013,0.02,332,2223,100.0,14.85,9.0004,0
44,8,19.9981,0.7011,100.0,491.19,606.67,1482.26,1243.69,9.35,13.65,335.08,2323.95,8733.18,1.08,44.07,314.85,2388.11,8073.79,9.1263,0.02,364,2324,100.0,24.72,14.7254,0
44,9,10.002,0.25,100.0,489.05,604.6,1495.79,1300.21,10.52,15.49,394.77,2318.81,8790.02,1.26,45.03,371.55,2388.03,8150.12,8.6033,0.03,368,2319,100.0,28.59,17.1868,0
44,10,42.0066,0.8418,100.0,445.0,548.94,1349.49,1119.87,3.91,5.71,138.61,2212.23,8333.59,1.02,41.85,130.68,2388.33,8100.74,9.3239,0.02,329,2212,100.0,10.6,6.4516,0
44,11,42.0026,0.8408,100.0,445.0,548.98,1346.78,1118.61,3.91,5.72,138.62,2212.25,8332.81,1.02,41.93,130.88,2388.35,8100.07,9.2956,0.02,330,2212,100.0,10.67,6.3735,0
44,12,10.0051,0.2518,100.0,489.05,604.52,1491.67,1301.57,10.52,15.49,395.34,2318.85,8784.44,1.26,44.99,372.32,2388.04,8148.41,8.6071,0.03,367,2319,100.0,28.7,17.2468,0
44,13,42.001,0.842,100.0,445.0,549.81,1346.9,1122.67,3.91,5.72,138.97,2212.2,8335.55,1.02,41.83,130.54,2388.29,8102.96,9.3352,0.02,329,2212,100.0,10.61,6.4702,0
44,14,10.0055,0.25,100.0,489.05,604.13,1492.59,1297.18,10.52,15.49,394.97,2318.8,8791.94,1.26,44.96,372.23,2388.04,8145.91,8.5909,0.03,367,2319,100.0,28.7,17.3501,0
44,15,35.0006,0.84,100.0,449.44,555.01,1361.58,1126.81,5.48,8.0,195.07,2223.23,8354.93,1.02,41.63,183.4,2388.31,8083.24,9.2705,0.02,332,2223,100.0,14.84,8.8646,0
44,16,10.0017,0.251,100.0,489.05,604.36,1495.1,1295.94,10.52,15.49,395.08,2318.81,8796.62,1.26,45.06,372.17,2388.05,8148.55,8.6205,0.03,367,2319,100.0,28.57,17.143,0
44,17,35.001,0.84,100.0,449.44,555.59,1361.13,1117.85,5.48,8.0,195.13,2223.18,8358.73,1.03,41.68,183.2,2388.26,8078.49,9.3074,0.02,332,2223,100.0,14.8,8.9507,0
44,18,41.9993,0.84,100.0,445.0,549.08,1343.22,1119.77,3.91,5.71,138.61,2212.23,8336.71,1.02,41.78,130.6,2388.3,8102.88,9.3529,0.02,330,2212,100.0,10.68,6.3853,0
44,19,35.0038,0.84,100.0,449.44,555.26,1366.73,1121.48,5.48,8.0,195.14,2223.2,8358.76,1.03,41.73,183.36,2388.36,8076.76,9.2863,0.02,334,2223,100.0,14.93,8.92,0
44,20,10.0066,0.2505,100.0,489.05,604.18,1494.35,1300.46,10.52,15.49,394.09,2318.82,8787.26,1.26,45.14,372.03,2388.01,8144.11,8.5964,0.03,369,2319,100.0,28.86,17.1859,0
44,21,20.0071,0.7,100.0,491.19,607.07,1477.36,1250.43,9.35,13.65,334.81,2323.96,8738.95,1.08,44.1,315.63,2388.1,8072.25,9.1683,0.02,364,2324,100.0,24.58,14.6883,0
44,22,0.0026,0.0,100.0,518.67,642.21,1576.11,1390.15,14.62,21.61,553.88,2388.01,9067.0,1.3,47.15,522.94,2387.98,8152.42,8.3991,0.03,392,2388,100.0,38.97,23.5248,0
44,23,0.0004,0.0,100.0,518.67,642.27,1587.33,1391.84,14.62,21.61,553.91,2388.0,9068.43,1.3,47.1,522.36,2388.01,8151.39,8.371,0.03,391,2388,100.0,39.06,23.3522,0
44,24,25.0038,0.6208,60.0,462.54,536.83,1254.31,1044.87,7.05,9.03,175.46,1915.56,8018.72,0.94,36.61,164.59,2028.44,7881.93,10.8891,0.02,306,1915,84.93,14.28,8.5914,0
44,25,0.0007,0.0,100.0,518.67,642.14,1588.14,1397.23,14.62,21.61,554.77,2387.98,9070.23,1.3,47.16,522.18,2387.94,8151.93,8.4185,0.03,391,2388,100.0,39.19,23.3971,0
44,26,0.0011,0.0,100.0,518.67,641.83,1579.88,1398.08,14.62,21.61,555.15,2387.93,9071.73,1.3,47.1,522.71,2387.93,8156.95,8.3696,0.03,391,2388,100.0,38.99,23.3646,0
44,27,24.9984,0.6214,60.0,462.54,536.84,1260.26,1044.98,7.05,9.03,175.59,1915.58,8020.0,0.94,36.52,164.51,2028.52,7887.96,10.7952,0.02,307,1915,84.93,14.26,8.5814,0
44,28,20.0054,0.7,100.0,491.19,606.75,1477.73,1243.09,9.35,13.65,334.84,2323.98,8736.63,1.08,43.95,315.19,2388.04,8074.65,9.1656,0.02,364,2324,100.0,24.62,14.6954,0
44,29,9.9999,0.2513,100.0,489.05,604.41,1498.33,1304.86,10.52,15.49,395.23,2318.8,8792.86,1.26,45.1,372.25,2388.08,8147.87,8.6279,0.03,368,2319,100.0,28.72,17.1061,0
44,30,42.0042,0.84,100.0,445.0,549.72,1348.45,1120.95,3.91,5.72,138.77,2212.22,8331.02,1.02,41.74,130.9,2388.39,8099.11,9.3411,0.02,331,2212,100.0,10.65,6.2787,0
44,31,35.0011,0.8406,100.0,449.44,555.44,1358.68,1117.32,5.48,8.0,194.02,2223.21,8368.9,1.02,41.53,183.23,2388.35,8087.86,9.2875,0.02,332,2223,100.0,14.83,8.9724,0
44,32,42.0052,0.84,100.0,445.0,549.49,1348.05,1110.67,3.91,5.72,139.17,2212.22,8330.36,1.02,41.73,131.01,2388.32,8098.13,9.2946,0.02,332,2212,100.0,10.73,6.3281,0
44,33,0.0017,0.0,100.0,518.67,642.44,1581.09,1398.72,14.62,21.61,554.26,2387.95,9076.33,1.3,47.2,522.05,2388.0,8152.19,8.3664,0.03,390,2388,100.0,38.89,23.438,0
44,34,25.0058,0.62,60.0,462.54,536.46,1256.18,1041.36,7.05,9.03,176.32,1915.53,8018.29,0.94,36.49,164.87,2028.41,7882.65,10.8443,0.02,305,1915,84.93,14.35,8.6565,0
44,35,42.0074,0.84,100.0,445.0,548.87,1351.0,1113.09,3.91,5.72,138.66,2212.23,8332.35,1.02,41.72,131.08,2388.35,8096.97,9.3279,0.02,330,2212,100.0,10.71,6.3486,0
44,36,20.0053,0.7,100.0,491.19,607.35,1471.81,1240.51,9.35,13.65,335.31,2323.91,8735.82,1.08,44.08,315.57,2388.12,8077.2,9.2013,0.02,363,2324,100.0,24.42,14.647,0
44,37,25.0064,0.6208,60.0,462.54,536.89,1260.94,1042.81,7.05,9.02,175.08,1915.59,8017.32,0.94,36.61,164.68,2028.52,7886.61,10.8485,0.02,306,1915,84.93,14.61,8.5841,0
44,38,10.0014,0.25,100.0,489.05,604.66,1492.84,1304.08,10.52,15.49,395.53,2318.84,8791.73,1.26,45.17,372.15,2388.01,8143.88,8.6089,0.03,367,2319,100.0,28.71,17.2654,0
44,39,24.9984,0.62,60.0,462.54,536.94,1255.87,1045.36,7.05,9.03,175.27,1915.6,8025.56,0.94,36.49,164.49,2028.51,7889.83,10.8883,0.02,306,1915,84.93,14.32,8.6324,0
44,40,35.0003,0.8418,100.0,449.44,555.25,1367.68,1118.67,5.48,8.0,194.76,2223.16,8366.82,1.02,41.51,183.36,2388.35,8079.85,9.2611,0.02,335,2223,100.0,14.92,9.0108,0
44,41,35.0006,0.8407,100.0,449.44,555.39,1352.09,1125.1,5.48,8.0,194.6,2223.21,8363.81,1.02,41.76,183.97,2388.35,8083.47,9.2682,0.02,332,2223,100.0,14.7,8.9261,0
44,42,0.0016,0.0008,100.0,518.67,642.13,1585.63,1396.35,14.62,21.61,554.69,2388.0,9068.96,1.3,47.15,522.06,2387.98,8152.57,8.3775,0.03,391,2388,100.0,38.96,23.4071,0
44,43,0.0012,0.0,100.0,518.67,642.67,1581.35,1395.21,14.62,21.61,554.7,2387.98,9073.98,1.3,47.24,522.38,2387.98,8148.71,8.4185,0.03,391,2388,100.0,39.05,23.3326,0
44,44,0.0014,0.0,100.0,518.67,641.85,1587.6,1398.01,14.62,21.61,554.25,2388.02,9064.47,1.3,47.18,522.14,2388.0,8150.59,8.3995,0.03,392,2388,100.0,38.97,23.4044,0
44,45,42.0047,0.8404,100.0,445.0,549.82,1350.35,1110.44,3.91,5.71,138.42,2212.19,8338.1,1.02,41.86,130.79,2388.36,8107.16,9.3128,0.02,329,2212,100.0,10.65,6.3258,0
44,46,10.0042,0.25,100.0,489.05,604.32,1495.99,1297.5,10.52,15.49,395.32,2318.83,8791.59,1.26,45.12,372.14,2388.0,8149.67,8.6021,0.03,369,2319,100.0,28.66,17.1725,0
44,47,34.9988,0.84,100.0,449.44,555.48,1365.49,1122.37,5.48,8.0,194.27,2223.17,8356.46,1.03,41.71,183.25,2388.34,8082.39,9.2806,0.02,333,2223,100.0,14.98,9.0449,0
44,48,42.0021,0.8404,100.0,445.0,549.14,1350.6,1125.34,3.91,5.72,138.68,2212.22,8334.34,1.02,41.6,130.29,2388.33,8102.33,9.2995,0.02,330,2212,100.0,10.47,6.4286,0
44,49,35.0062,0.84,100.0,449.44,555.45,1361.33,1123.87,5.48,8.0,195.72,2223.26,8365.63,1.02,41.57,183.6,2388.32,8081.69,9.2377,0.02,331,2223,100.0,14.77,8.8729,0
44,50,35.0018,0.84,100.0,449.44,555.39,1362.74,1127.23,5.48,8.0,195.27,2223.2,8363.77,1.02,41.76,183.51,2388.36,8086.31,9.2945,0.02,332,2223,100.0,14.78,8.9548,0
44,51,10.0015,0.25,100.0,489.05,603.98,1498.37,1296.91,10.52,15.49,395.84,2318.85,8792.93,1.26,45.23,372.56,2388.01,8149.93,8.6282,0.03,368,2319,100.0,28.65,17.2103,0
44,52,10.0049,0.2519,100.0,489.05,604.6,1500.26,1305.17,10.52,15.49,394.87,2318.87,8798.03,1.26,45.34,372.19,2388.03,8146.1,8.6017,0.03,368,2319,100.0,28.84,17.2679,0
44,53,10.003,0.25,100.0,489.05,604.33,1500.6,1294.53,10.52,15.49,394.79,2318.84,8787.99,1.26,45.0,372.19,2388.06,8145.46,8.6211,0.03,369,2319,100.0,28.62,17.1674,0
44,54,0.0009,0.0007,100.0,518.67,642.07,1599.24,1401.0,14.62,21.61,553.79,2388.07,9067.54,1.3,47.27,522.14,2388.01,8150.94,8.3773,0.03,393,2388,100.0,39.02,23.3012,0
44,55,20.003,0.7,100.0,491.19,606.91,1478.74,1247.64,9.35,13.65,335.02,2324.03,8737.41,1.08,44.13,315.53,2388.12,8076.41,9.2193,0.02,362,2324,100.0,24.52,14.7694,0
44,56,25.0063,0.62,60.0,462.54,536.66,1259.97,1041.7,7.05,9.03,175.68,1915.61,8030.01,0.94,36.47,164.82,2028.45,7883.32,10.8509,0.02,307,1915,84.93,14.33,8.6153,0
44,57,10.004,0.25,100.0,489.05,604.19,1496.15,1301.89,10.52,15.49,395.16,2318.83,8790.28,1.26,45.13,372.14,2387.99,8140.91,8.5907,0.03,369,2319,100.0,28.54,17.1994,0
44,58,0.0024,0.0002,100.0,518.67,642.47,1582.27,1407.04,14.62,21.61,554.42,2387.96,9071.27,1.3,47.26,522.75,2387.97,8151.03,8.3954,0.03,392,2388,100.0,38.94,23.5287,0
44,59,42.0012,0.8404,100.0,445.0,549.52,1347.15,1115.14,3.91,5.71,138.42,2212.21,8329.27,1.02,41.93,131.03,2388.33,8094.92,9.3429,0.02,329,2212,100.0,10.69,6.4443,0
44,60,10.0023,0.25,100.0,489.05,604.36,1503.33,1302.57,10.52,15.49,395.15,2318.87,8795.22,1.26,45.25,371.65,2388.03,8143.21,8.6281,0.03,367,2319,100.0,28.67,17.0836,0
44,61,9.9986,0.2502,100.0,489.05,604.5,1496.59,1297.95,10.52,15.49,394.83,2318.8,8797.24,1.26,45.13,371.72,2388.03,8147.02,8.6244,0.03,367,2319,100.0,28.65,17.1976,0
44,62,25.0053,0.62,60.0,462.54,536.77,1257.87,1043.93,7.05,9.02,175.74,1915.64,8022.93,0.94,36.49,164.81,2028.46,7883.5,10.8458,0.02,305,1915,84.93,14.39,8.6235,0
44,63,34.9982,0.84,100.0,449.44,555.43,1366.27,1119.89,5.48,8.0,195.06,2223.21,8360.11,1.02,41.64,183.4,2388.28,8077.98,9.2689,0.02,332,2223,100.0,14.97,9.0063,0
44,64,42.0074,0.84,100.0,445.0,549.89,1349.82,1116.98,3.91,5.71,139.21,2212.18,8330.68,1.02,41.93,131.07,2388.34,8098.99,9.3532,0.02,331,2212,100.0,10.62,6.3964,0
44,65,0.0014,0.0,100.0,518.67,642.07,1587.55,1403.68,14.62,21.61,554.12,2388.02,9075.43,1.3,46.96,522.62,2387.98,8152.53,8.3828,0.03,393,2388,100.0,38.92,23.4006,0
44,66,0.0025,0.0,100.0,518.67,642.17,1590.94,1401.11,14.62,21.6,554.25,2388.01,9074.94,1.3,47.31,522.46,2387.98,8150.43,8.389,0.03,392,2388,100.0,39.05,23.3734,0
44,67,9.9993,0.2518,100.0,489.05,604.21,1499.82,1297.98,10.52,15.49,395.52,2318.82,8789.72,1.26,45.2,371.47,2388.02,8145.82,8.6288,0.03,368,2319,100.0,28.55,17.1962,0
44,68,42.0002,0.84,100.0,445.0,549.51,1340.97,1122.83,3.91,5.72,139.55,2212.21,8342.79,1.02,41.72,131.16,2388.34,8100.61,9.3225,0.02,330,2212,100.0,10.51,6.4031,0
44,69,0.0019,0.0,100.0,518.67,642.25,1588.31,1401.38,14.62,21.6,554.99,2387.99,9063.93,1.3,47.19,522.52,2388.0,8149.86,8.4218,0.03,390,2388,100.0,39.1,23.459,0
44,70,20.001,0.7,100.0,491.19,607.72,1482.02,1250.23,9.35,13.65,334.81,2324.0,8732.23,1.08,44.14,315.21,2388.07,8075.75,9.2013,0.02,364,2324,100.0,24.59,14.7268,0
44,71,42.0055,0.84,100.0,445.0,549.05,1353.54,1117.41,3.91,5.72,138.59,2212.28,8338.62,1.02,41.84,130.17,2388.35,8105.63,9.351,0.02,329,2212,100.0,10.65,6.4235,0
44,72,0.0004,0.0,100.0,518.67,642.7,1580.43,1396.96,14.62,21.61,554.87,2387.96,9067.55,1.3,47.09,522.65,2387.99,8155.67,8.3873,0.03,392,2388,100.0,38.88,23.3969,0
